0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,7597294880675136
0,7460108468922293
0,7435131393550805
0,7514308557603364
0,7690139001717426
0,7636556429216661
0,7539459059396378
0,7592849319162909
0,7556128487955078
0,7768314284939137
0,8101300853712026
0,838952306506858
0,8240528503961073
0,8021908326162404
0,7902796939410095
0,7926823278362782
0,8006880542279191
0,8249580639358634
0,8752555762510568
0,9453718155398434
0,9775669415324657
0,9780894194401881
1,0080362290001759
1,0096407811533652
1,0049762044535164
1,0010369437694209
0,9681952581687945
0,9322287676726191
0,8854489652843256
0,8418983405295855
0,7846219379486676
0,7331989201837885
0,6829592096896029
0,6078943438610764
0,5357735081287132
0,525014872418442
0,5002322108309123
0,4854853992278656
0,47398305355073944
0,5066352672175505
0,4929395850331382
0,490153064222266
0,5214724035710674
0,4961929068849713
0,45398034967286094
0,4037684865649709
0,33430031631993273
0,21942574123827896
0,1620234729796053
0,13993306666431238
0,09869485233543074
0,0094206178444729
-0,06621496167538155
-0,08802393647887286
-0,14080270197824163
-0,22761453667019182
-0,28027208842536666
-0,30477276148160826
-0,3667630518186762
-0,41992628465418136
-0,41850234365283967
-0,37592222706886247
-0,32950289757327766
-0,30134523978771455
-0,25670498211965764
-0,20125505343908046
-0,15631561129599447
-0,12570703246191073
-0,0739686131656434
-0,020624085877940956
0,024596047975038005
0,05495819659475387
0,08370392177743469
0,08293552553189443
0,11249943390940231
0,13996401659673907
0,08011474073528646
0,05305205293999293
0,019278729081548818
-0,023356029721021798
-0,08521101045010226
-0,1646106257707345
-0,2512673294163861
-0,26444533927472946
-0,21352278705629146
-0,21985390979574504
-0,2733628158479462
-0,34806799893418017
-0,3771040727173727
-0,43943023407692294
-0,48883754146338276
-0,49804460906374715
-0,4517191232309621
-0,36879491264884834
-0,3115887923017553
-0,25045479232398904
-0,19013103376001084
-0,19574471982188513
-0,23221421649610008
-0,11455118538992082
-0,055361641940237405
-0,006761687997769883
-0,02125730520964808
-0,09220108159833273
-0,13476730627539268
-0,14504260469050934
-0,10517234480910176
-0,05598435275252456
-0,012022319479825683
0,011389680839240413
0,07028639814145876
0,12440454274370438
0,20527312278542098
0,24395616493429984
0,24276541919960337
0,24225674533966668
0,21835669205895414
0,14768457948571978
0,11296776052483537
0,10362602474343419
0,10469864199104961
0,14024336147092598
0,19042513653866422
0,22438045097874948
0,27076266034462293
0,30481412286008336
0,2993009565081408
0,3386362263077025
0,3312933366915374
0,27549713767449546
0,3299531762414425
0,36247625327042954
0,3702652533663269
0,40884343508685106
