0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
23,772500038146973
23,899807783273552
24,001375734453372
24,125779385451683
24,27719803543628
24,52532132069969
24,633733354782247
24,728543607892668
24,81953685203598
24,94268515775866
25,039195086537976
25,13162651778574
25,17753017738421
25,308679486501333
25,410420998324895
25,47651009898074
25,558585503580908
25,660341474315302
25,78182751871902
25,92308494090678
26,02261028766331
26,11297802961535
26,230981280561696
26,332368681959657
26,481234921205946
26,656429677825557
26,827748259354497
26,91886392349903
26,994423296408733
27,08605050505168
27,203581255269842
27,332261203001764
27,493451658042506
27,70830515521265
27,968565841876895
28,165709558511217
28,306369614695036
28,503851235909323
28,650950904919068
28,786189332876983
28,92216021647959
29,00182795764544
29,070777619998363
29,113734967917033
29,15623718664494
29,166046744600255
29,17896263004637
29,186814462690982
29,139612108548768
29,087363974473654
29,14315424962224
29,170361241191774
29,213382706076032
29,260554667874132
29,39123865902451
29,43720202441422
29,50224796071227
29,632671410059572
29,658414152675107
29,64788892189246
29,61590609299479
29,5396129770315
29,36582634170544
29,286468501669177
29,267011785629627
29,207471381804545
29,049398908477045
28,904876093380818
28,853356647449033
28,738994180203267
28,55145668444333
28,417386472248324
28,330096304436232
28,167004635717376
28,01208082213195
27,954837524826793
27,97717027200263
28,01299008930571
28,02022230109597
28,06326490662898
28,133531914495855
28,19145011670908
28,228150145703957
28,30997323542363
28,402285021883394
28,486548982045864
28,548618275523182
28,611907630746177
28,62238342681227
28,691247468044878
28,760286225214656
28,66485748128139
28,62411011778122
28,566554715045648
28,48708464150948
28,364456317286113
28,199155486246305
28,00851603981959
27,947205973747586
28,007635847415326
27,96492256969548
27,8303191209097
27,647193008407967
27,54147086626407
27,36739840182531
27,20933713271186
27,1217467107021
27,13993948922765
27,235333449174448
27,292974550894005
27,366363151950875
27,446922573135115
27,408934602335783
27,310637041632383
27,504385142123432
27,60217194943497
27,687991626046838
27,659069837424248
27,51921293935898
27,42394935153918
27,38488023227068
27,441052504229038
27,520890439651133
27,597676596283833
27,64111083697349
27,756324460461943
27,870736081929337
28,044468992401747
28,148396734086784
28,180951176589055
28,2146509368877
28,203166083466275
28,09806367951203
28,05220761144257
28,05032965822484
28,067201995022877
28,150709474304215
28,267523377859273
28,36021221807068
28,48171797198754
28,586069029745165
28,618981369332147
28,737599526303885
28,771814842945236
28,711535507225445
28,855914601272342
28,965773846434168
29,03257781137203
29,15987362659965
29,218354747973144
29,130915497289624
28,907697775425955
28,592667442337586
28,455334107045566
28,305282635536454
28,202931366938298
28,127095631174353
28,05831173486688
27,930879089846794
27,824589963888542
27,813114584828767
27,71878938146118
27,643590944657355
27,639961697669055
