23-11-2020
4155.30
ORDER,1007,SHELL,19-11-2020,true,20,STOPLOSS,13.75,0.00
ORDER,1008,ABN,19-11-2020,true,30,STOPLOSS,8.70,0.00
ORDER,1009,ABN,21-11-2020,false,40,STOPLIMIT,9.30,9.40
TRANSACTION,1004,SHELL,AANDEEL,13-11-2020,false,20,13.10
TRANSACTION,1005,ABN,AANDEEL,18-11-2020,false,60,9.27
TRANSACTION,1006,C ABN 9.00 1-2021,OPTIE,20-11-2020,true,1,0.65,100
TRANSACTION,1007,AIRFRANCEKLM,AANDEEL,24-11-2020,false,10,5.05
TRANSACTION,1008,BAM,AANDEEL,24-11-2020,false,20,2.05
POSITIE,SHELL,  AANDEEL,20,14.75
POSITIE,C ABN 9.00 1-2021, OPTIE,-1,0.95,100
POSITIE,AIRFRANCEKLM,  AANDEEL,10,4.449999809265137
POSITIE,ABN,  AANDEEL,60,9.350000381469727
POSITIE,BAM,  AANDEEL,20,1.7599999904632568
